,Tipo,Propiedad,Acción,Habitaciones,Baños,Parqueaderos,Área construída,Área privada,Estrato,Estado,Piso N°,Antigüedad,Administración,Precio m²,Dirección,Barrio,Ciudad,Departamento,Características,Precio (COP),Descripción general,Código Fincaraíz,No. Fotos,Fecha Sacada,Fecha Publicada,Enlace
105,Loft,Apartamento,venta,2.0,2,1,"60,8 ",0 ,4,,4,16 a 30 años,238.000 COP,"4.934.210,53",Calle 152 # 48 - 4,Mazuren,Bogotá,"Bogotá, d.c.","['Circuito cerrado de TV', 'En conjunto cerrado', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Zona Infantil', 'Zonas Verdes', 'Citófono', 'Cocina Integral', 'Hall de Alcobas', 'Colegios / Universidades']",300.000.000,"Vendo apartamento con vista interior y buena iluminación natural en conjunto cerrado cerca a la estación de transmilenio de Mazurén, con piso laminado, dos habitaciones, dos baños recién remodelados, amplia cocina y espacio de sala comedor y hall, estufa y duchas eléctricas, cuarto piso sin ascensor, un parqueadero descubierto. Conjunto con amplias zonas verdes. Apartamento libre de hipoteca, venta directa. Información 3183890846 o 3192789833",10000872.0,16,2023-01-27 11:50:43.569123,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/mazuren/bogota/10000872
106,Usado,Casa,venta,3.0,2,1,62 ,60 ,4,Excelente,,,200.000 COP,"4.596.774,19",calle 152a#54_37  Mazuren 07,Mazuren,Bogotá,"Bogotá, d.c.","['En conjunto cerrado', 'Jardín', 'Parqueadero Visitantes', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Residencial']",285.000.000,Casa 3 niveles esquinera antejardín grande excelente ubicación remodelada de la original,7455986.0,12,2023-01-27 11:50:44.449809,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/mazuren/bogota/7455986
107,Usado,Apartamento,venta,3.0,2,1,63 ,0 ,4,,5,9 a 15 años,220.000 COP,"4.126.984,13",Calle 152A # 54 - 80,Mazuren,Bogotá,"Bogotá, d.c.",,260.000.000,"Acogedor apartamento con sala comedor. Cocina integral, 3 alcobas. La principal con baño, piso laminado en todo el apt. Ubicado en un 5 piso No tiene ascenso, ultimo piso, muy iluminado. El conjunto tiene salon social, parque infantil, salon de juegos.",10007379.0,10,2023-01-27 11:50:45.342624,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/mazuren/bogota/10007379
108,Usado,Apartamento,venta,3.0,1,,48 ,0 ,3,Excelente,10,1 a 8 años,150.000 COP,4.125.000,Carrera 102 No.155 50,El salitre,Bogotá,"Bogotá, d.c.","['Ascensor', 'En conjunto cerrado', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Balcón', 'Calentador', 'Cocina Integral', 'Estudio', 'Hall de Alcobas', 'Instalación de gas']",198.000.000,"Espectacular apartamento en Arboleda del Pinar, cerca al centro comercial plaza imperial, al portal de Transmilenio de suba, al hospital de suba. Con buen transporte público, colegios cercanos. Vista espectacular en piso 10 y acabados de primera, tres alcobas cpn closet, un baño, sala comedor con balcon, cocina integral, parqueadero comunal. Comuníquese trescientos dos veinte sesenta treinta",7805729.0,11,2023-01-27 11:50:46.234218,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-salitre/bogota/7805729
109,Usado,Apartamento,venta,2.0,1,,44 ,40 ,3,,3,1 a 8 años,100.000 COP,4.000.000,Carrera 102 # 155 - 50,El salitre,Bogotá,"Bogotá, d.c.","['Ascensor', 'En conjunto cerrado', 'Gimnasio', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Terraza', 'Vigilancia', 'Zonas Verdes', 'Calentador', 'Instalación de gas', 'Piso en Baldosa /  Mármol']",176.000.000,"Apartamento iluminado y acogedor, conjunto muy bien ubicado cerca a hospital de suba, portal de transmilenio, y centro comercial plaza imperial. Se encuentra ubicado en piso 3 con ascensor. Parqueadero comunal con sorteo.",10008101.0,20,2023-01-27 11:50:47.182392,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-salitre/bogota/10008101
110,Usado,Apartamento,venta,3.0,2,1,75 ,0 ,4,,7,9 a 15 años,319.800 COP,"4.666.666,67",Calle 167D # 8 - 58,Santa teresa,Bogotá,"Bogotá, d.c.",,350.000.000,"Apartamento con muy buena iluminación tiene 75M2, 3 cuartos, 2 baños, sala, comedor, zona de lavandería, cocina semi abierta tipo americana y parqueadero cubierto. VENTA DIRECTA. Puede comunicarse por waap al 3125664396-3202425969",10006111.0,20,2023-01-27 11:50:48.085641,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-teresa/bogota/10006111
111,Usado,Apartamento,venta,3.0,2,1,72 ,72 ,4,,1,1 a 8 años,270.000 COP,"4.166.666,67",Calle 166 # 8D - 44,Santa teresa,Bogotá,"Bogotá, d.c.","['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Jardín', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Chimenea', 'Cocina Integral', 'Cocina tipo Americano']",300.000.000,"Unico dueño, en buen estado.",10006954.0,19,2023-01-27 11:50:48.968534,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-teresa/bogota/10006954
112,Usado,Casa,venta,2.0,1,,67 ,67 ,2,,1,9 a 15 años,No definida,"2.313.432,84",Bos,Bogotá,Bogotá,,,155.000.000,"Casa de primer piso, con dos habitaciones, sala-comedor, cocina, baño y patio, plancha para el segundo piso y escalera independiente con buenas columnas.",10005032.0,8,2023-01-27 11:50:49.871456,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bogota/cundinamarca/10005032
113,Usado,Apartamento,venta,3.0,4,3,215 ,215 ,6,,5,,1.300.000 COP,"6.976.744,19",Calle 82 # 9 - 79,El nogal,Bogotá,"Bogotá, d.c.","['Ascensor', 'Caldera', 'Parqueadero Visitantes', 'Portería / Recepción', 'Baño Auxiliar', 'Calentador', 'Chimenea', 'Citófono', 'Cocina Integral', 'Cocina tipo Americano', 'Comedor auxiliar', 'Cuarto de servicio']",1.500.000.000,"La mejor ubicacion en Bogota! Zona segura, agradable tienes todo alrededor. El apto tiene todo lo que necesitas para estar comodo, espacios muy buenos en cada zona.",10006550.0,8,2023-01-27 11:50:50.756057,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-nogal/bogota/10006550
114,Usado,Casa,venta,,Código Fincaraíz: 7714013,2,187 ,0 ,4,Excelente,4,9 a 15 años,530.000 COP,"4.754.010,7",Av Cra 72 No 152b 79,El plan,Bogotá,"Bogotá, d.c.","['En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Salón Comunal', 'Sauna / Turco / Jacuzzi', 'Balcón', 'Baño Auxiliar', 'Calentador', 'Chimenea', 'Cocina Integral', 'Cuarto de servicio']",889.000.000,"PRECIO NEGOCIABLE. Ubicada sobre la Av Boyacá con 152. 3 Habitaciones, 2 Estudios, 4 Baños, 1 BBQ independiente, Amplia cocina abierta remodelada, Amplio espacio para el comedor Amplio espacio para sala doble altura, 4 plantas contando el sótano. Sótano exterior, 2 parqueaderos para carro más uno de moto depósito entrada. Sótano interior, baño social, lobby, cuarto de ropa con espacio para lavadora y secadora, poceta de lavado, habitación para el servicio, baño independiente para el servicio.",7714013.0,16,2023-01-27 11:50:51.670206,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/el-plan/bogota/7714013
115,Usado,Apartamento,venta,3.0,2,,72 ,69 ,3,,4,16 a 30 años,110.000 COP,"3.888.888,89",Diagonal 2 # 64A - 65,Galan,Bogotá,"Bogotá, d.c.","['Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Jardín', 'Parqueadero Visitantes', 'Portería / Recepción', 'Calentador', 'Citófono', 'Cocina Integral', 'Depósito / Bodega', 'Hall de Alcobas', 'Instalación de gas']",280.000.000,"Apartamento muy iluminado recién remodelado closet en todas las habitaciones zona de ropas en conjunto cerrado, parqueadero comunal asignado por la administración y de continuidad estando al día con los pagos, cuenta con vías de acceso como la AV 68, CLL 3, AV Americas, AV 1 de Mayo, cerca a centros de salud, colegios, iglesias y centros comerciales zona de alta valorización ya que cuenta con el futuro trasmilenio por la AV 68 y Metro por la AV 1 de mayo y AV ferrocarril.",10000222.0,18,2023-01-27 11:50:52.543313,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/galan/bogota/10000222
116,Usado,Apartamento,venta,3.0,2,1,86 ,86 ,4,,14,1 a 8 años,220.000 COP,"5.348.837,21",Carrera 8 # 167D - 62,Santa teresa,Bogotá,"Bogotá, d.c.","['Ascensor', 'Caldera', 'Cancha de Squash', 'Canchas Deportivas', 'En conjunto cerrado', 'Garaje(s)', 'Balcón', 'Barra estilo americano', 'Citófono', 'Cocina Integral', 'Cuarto de servicio', 'Depósito / Bodega']",460.000.000,"Vendo apartamento piso 14, 3 hab 2 baños. Zona de estudio, sala comedor, cocina, balcon vista al occidente, 1 parqueadero, Club House, deposito. Llameme tres uno ocho seis seis tres nueve ocho ocho cero.",10007303.0,13,2023-01-27 11:50:53.415257,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-teresa/bogota/10007303
117,Usado,Casa,venta,2.0,1,,80 ,160 ,2,,1,16 a 30 años,No definida,4.000.000,Calle 31B Sur # 1A - 12,Bello horizonte,Bogotá,"Bogotá, d.c.",,320.000.000,"EXCELENTE CASA LOTE UBICADA EN EL BARRIO BELLO HORIZONTE A TRES CUADRAS DEL PORTAL DE TRANSMILENIO 20 DE JULIO. CUENTA CON UN AREA DE 160 M CUADRADOS. APARTAMENTO DE 2 HABITACIONES, COCINA Y BAÑO, AMPLIO LOTE PARA UTILIZAR COMO PARQUEADERO, TALLER, ENTRE OTROS.",10003336.0,3,2023-01-27 11:50:54.327972,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/bello-horizonte/bogota/10003336
118,Usado,Casa,venta,8.0,4,2,200 ,180 ,3,Bueno,3,16 a 30 años,No definida,2.750.000,TRANS  74 BIS N 64 F 91,La alameda,Bogotá,"Bogotá, d.c.","['Balcón', 'Baño Auxiliar', 'Calentador', 'Cocina Integral', 'Comedor auxiliar', 'Instalación de gas', 'Piso en Baldosa /  Mármol', 'Colegios / Universidades', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Comercial']",550.000.000,"Oportunidad,  casa en venta Barrio Lujan,  valor negociable,  pisos en baldosa amplias habitaciones, garaje para dos automóviles gas natural, tres niveles, bien iluminada, cerca a la avenida Boyaca , autopista el Dorado , Av Jose Celestino Mutis.",7844823.0,7,2023-01-27 11:50:55.213062,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/la-alameda/bogota/7844823
119,Usado,Apartamento,venta,1.0,1,,36 ,36 ,2,,3,ás de 30 años,No definida,"4.583.333,33",Carrera 4 # 23 - 14,Las nieves,Bogotá,"Bogotá, d.c.",,165.000.000,"Oportunidad, Excelente apartaestudio  vivir o inversión, Arrendado actualmente en 1 millón cincuenta mil pesos, iluminado vista exterior desde la zona social y la habitación, Zona segura al quedar junto a la Univer. Jorge Tadeo, siempre con vigilancia, el apto es de 1 habitación, 1 baño y zona social, no tiene parqueadero y queda en un piso 3 sin ascensor, 8 aptos en total, buenos vecinos. el espacio de lavadora queda dentro del baño. Venta directa,  Intermediarios No insistir",10001055.0,17,2023-01-27 11:50:56.088451,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/las-nieves/bogota/10001055
120,Usado,Apartamento,venta,2.0,2,2,"69,15 ",0 ,4,,Otro,1 a 8 años,305.000 COP,"6.073.752,71",Carrera 13 # 138 - 67,Cedritos,Bogotá,"Bogotá, d.c.","['Ascensor', 'Garaje(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Planta Eléctrica', 'Portería / Recepción', 'Salón Comunal', 'Terraza', 'Vigilancia', 'Balcón', 'Barra estilo americano', 'Depósito / Bodega']",420.000.000,"Se vende apartamento en Cedritos de 69 m^2, 2 habitaciones, 2 baños, sala, cocina, comedor, 2 balcones, un depósito y 2 parqueaderos.",10004031.0,15,2023-01-27 11:50:56.965770,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cedritos/bogota/10004031
121,Usado,Apartamento,venta,1.0,1,1,42 ,42 ,4,,5,9 a 15 años,293.000 COP,"5.357.142,86",Carrera 13 # 140 - 18,Cedritos,Bogotá,"Bogotá, d.c.",,225.000.000,"Excelente apartamento, muy iluminado , cocina abierta con mesón de granito y estufa de gas, zona de lavandería, piso laminado, 1 Alcoba amplia con closets, 1 baño con division de vidrio templado , 1 garaje cubierto, depósito, 5 piso con ascensor, parqueaderos de visitantes, salón de eventos, vigilancia 24 horas. Muy bien ubicado a 1 cuadra de la estación de Transmilenio de la 142.
NO INTERMEDIARIOS.
CELULAR. 3 O O. 5  6 9 4 6.  2O",10002744.0,18,2023-01-27 11:50:57.849762,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cedritos/bogota/10002744
122,Duplex,Apartamento,venta,3.0,3,1,119 ,119 ,4,,4,9 a 15 años,No definida,"4.705.882,35",Carrera 12 # 138 - 85,Cedritos,Bogotá,"Bogotá, d.c.","['Ascensor', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Terraza', 'Vigilancia', 'Balcón', 'Barra estilo americano', 'Calentador', 'Chimenea', 'Citófono', 'Cocina tipo Americano']",560.000.000,"Apartamento duplex muy bien cuidado, iluminado, moderno, bien ubicado.",10001046.0,18,2023-01-27 11:50:58.727292,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cedritos/bogota/10001046
123,Usado,Apartamento,venta,3.0,2,2,86 ,0 ,4,Excelente,6,1 a 8 años,426.000 COP,"6.744.186,05",cr 11  140 - 52,Cedritos,Bogotá,"Bogotá, d.c.","['Ascensor', 'Circuito cerrado de TV', 'En conjunto cerrado', 'Garaje(s)', 'Gimnasio', 'Parqueadero Visitantes', 'Balcón', 'Barra estilo americano', 'Cocina Integral', 'Cocina tipo Americano', 'Depósito / Bodega', 'Hall de Alcobas']",580.000.000,"Hermoso apartamento de 86m. Remodelado hace dos años con acabados de lujo: Filtros UV en ventanas, baños nuevos, piso laminado SPC resistente al agua, capa aislamiento acústico en techo y puertas y closets. Edificio menor 7 años. 3 cuartos, uno adaptado para estudio. 2 baños, uno en la habitación principal. Sala comedor amplia, cocina abierta y zona de ropas. Increíble vista con iluminación privilegiada. Depósito en sótano y 2 parqueaderos en línea. muy bien ubicado, a 200 metros del carulla 24h",7846446.0,18,2023-01-27 11:50:59.603630,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/cedritos/bogota/7846446
124,Usado,Apartamento,venta,2.0,1,,"35,98 ","30,81 ",3,,2,enor a 1 año,135.200 COP,"8.615.897,72",CL 18 # 20 - 45,El liston,Bogotá,"Bogotá, d.c.","['Ascensor', 'Canchas Deportivas', 'En conjunto cerrado', 'Gimnasio', 'Parqueadero Visitantes', 'Portería / Recepción', 'Salón Comunal', 'Vigilancia', 'Zona Infantil', 'Amoblado', 'Barra estilo americano', 'Cocina Integral']",310.000.000,"Apartamento totalmente terminado en el conjunto centenari Living, con acabados de lujo y totalmente amoblado, con parqueadero comunal y de visitantes.",10009248.0,18,2023-01-27 11:51:00.483975,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/el-liston/bogota/10009248
125,Inmobiliaria,Apartamento,venta,2.0,2,2,76 ,76 ,6,,2,9 a 15 años,290.400 COP,"5.197.368,42",Preguntar al anunciante,santa marta,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Ascensor', 'En conjunto cerrado', 'Piscina', 'Portería / Recepción', 'Vigilancia', 'Aire Acondicionado', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Citófono', 'Closet', 'Anuncio publicado por:', 'Inmobiliaria Tu Casa Ya', 'hace 29 días']",395.000.000,"Vendo apartamento duplex en El Rodadero,  zona turistica de Santa Marta.  76m2 que cuentan con sala comedor y balcon,  cocina integral,  zona de ropas,  alcoba principal con baño privado,  1 alcoba auxiliar,  1 baño auxiliar,  distribuidos en 2 niveles.  Aire acondicionado,  closets,  gas domiciliario,  2 parqueaderos privados,  porteria,  vigilancia,  recepcion y piscina.  Excelente para hospedaje turistico,  zona residencial y tranquila.     Hugo Marin .",7832939.0,Descripción general,2023-01-27 11:52:12.949732,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-marta/santa-marta/7832939
126,Inmobiliaria,Apartamento,venta,2.0,2,1,74 ,74 ,Código Fincaraíz: 7855388,,11,,Código Fincaraíz: 7855388,"6.756.756,76",Preguntar al anunciante,SANTA MARTA,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Árboles frutales', 'Ascensor', 'Circuito cerrado de TV', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Amoblado', 'Balcón', 'Baño Auxiliar', 'Baño Independiente', 'Barra estilo americano', 'Calentador', 'Anuncio publicado por:', 'PRO BROKERS INMOBILIARIA EX', 'hace 14 días']",500.000.000,"Vendo apartamento en Santa Marta. Piso 11 L.G cod (6174322).Área : 74 mt2  Estrato : 6 Administración : $338.000 Precio : $500.000.000 Negociables.  Apartamento Amoblado,  con techo alto,  a 1 minuto de la playa tranquila de Salguero,  edificio con todas las comodidades como Piscina,  sauna,  turco,  yacuzzi,   Gimnasio. Zona tranquila,  de mucho desarrollo.  El apto consta de sala,  comedor,  balcón amplios,  2 alcobas con closet,  la ppal con baño y vestier,  1 baño social,  cocina integral tipo americana,  zona de oficio,  una vista espectacular al mar..",7855388.0,19,2023-01-27 11:52:13.847913,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-marta/santa-marta/7855388
127,Inmobiliaria,Apartamento,venta,1.0,1,,32 ,32 ,3,,,enor a 1 año,100.000 COP,4.531.250,Preguntar al anunciante,SANTA MARTA,Santa Marta,Magdalena,"['Auditorio', 'Canchas Deportivas', 'Gimnasio', 'Parqueadero Visitantes', 'Piscina', 'Salón Comunal', 'Baño Auxiliar', 'Calentador', 'Citófono', 'Closet', 'Comedor', 'Piso en Baldosa /  Mármol', 'Anuncio publicado por:', 'Vasquez & Vasquez sas', 'hace 2 meses']",145.000.000,"Espectacular Apartamento para estrenar,  vista exterior,  frente al parque del agua,  consta de habitación con baño,  sala comedor,  balcón; el conjunto cuenta con amplia y acogedora recepción,   canchas múltiples,  piscina para niños y adultos,  2 jacuzzi,  zonas de asoleado y BBQ,  gimnasio,  guardería infantil totalmente dotada,  garaje de visitantes;  a 15 minutos de la playa. 50 millones de contado,  el excedente a financiar.   289-1433.",7377934.0,19,2023-01-27 11:52:14.747388,,https://www.fincaraiz.com.co/inmueble/apartamento-en-venta/santa-marta/santa-marta/7377934
128,Inmobiliaria,Casa,venta,4.0,3,1,350 ,350 ,4,,1,16 a 30 años,No definida,"5.142.857,14",Preguntar al anunciante,santa marta,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Zonas Verdes', 'Baño Auxiliar', 'Baño Independiente', 'Cocina Integral', 'Piso en Baldosa /  Mármol', 'Zona de lavandería', 'Parques cercanos', 'Supermercados / C.Comerciales', 'Trans. Público cercano', 'Zona Comercial', 'Zona Residencial', 'Anuncio publicado por:', 'ALFA FINCA RAIZ INMOBILIARIA SAS', 'hace 3 meses']",1.800.000.000,LEO se vende casa de un solo piso de 350 m2 en el parque de los novios es zona comercial  esta distribuida en la entrada una bodega sala comedor cocina baño baño social tres habitaciones una con baño closer patio interno cerca al malecon a la marina zona turistica y gastronomica .,7712701.0,9,2023-01-27 11:52:15.660698,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/santa-marta/santa-marta/7712701
129,Inmobiliaria,Casa,venta,4.0,4,2,400 ,831 ,6,,1,,No definida,5.425.000,Preguntar al anunciante,Santa Marta,Santa Marta,Magdalena,"['Acceso Pavimentado', 'Árboles frutales', 'Garaje / Parqueadero(s)', 'Garaje(s)', 'Jardín', 'Oficina de negocios', 'Baño Auxiliar', 'Baño Independiente', 'Closet', 'Cocina Integral', 'Comedor auxiliar', 'Cuarto de Servicio', 'Anuncio publicado por:', 'ER INVERSIONES INMOBILIARIAS S.A.S.', 'hace 5 meses']",2.170.000.000,"SE VENDE CASA DE USO COMERCIAL EN SANTA MARTA,  AV EL LIBERTADOR  Área lote 831 m2 Área construida 400 m2 3 Alcobas 4 baños Amplias terrazas Propiedad de uso comercial  VALOR VENTA $2.170.000.000 NEGOCIABLES  CONTÁCTANOS.",7538391.0,16,2023-01-27 11:52:16.568989,,https://www.fincaraiz.com.co/inmueble/casa-en-venta/santa-marta/santa-marta/7538391
